timestamp_query,distance_query,angle_query,timestamp_gallery,distance_gallery,angle_gallery
1604044103.660865,289.1239318847656,-3.477691888809204,1604044103.665676,293,-2.08740234375
1604044104.851752,289.10107421875,-4.2587080001831055,1604044104.876847,292,-2.713623046875
1604044106.070341,288.49090576171875,-4.484586715698242,1604044106.107331,292,-2.911376953125
1604044107.150854,287.5542297363281,-4.580998420715332,1604044107.094257,292,-3.1201171875
1604044108.372419,286.63592529296875,-5.481596946716309,1604044108.323125,291,-3.900146484375
1604044109.446841,286.1375732421875,-5.465087413787842,1604044109.468672,290,-3.9495849609375
1604044110.469213,284.6918640136719,-5.629825115203857,1604044110.477387,289,-4.1033935546875
1604044111.545242,283.4138488769531,-5.736748695373535,1604044111.464483,288,-4.24072265625
1604044112.546491,282.4047546386719,-5.861651420593262,1604044112.464433,287,-4.273681640625
1604044113.651695,280.431396484375,-5.74982213973999,1604044113.672649,285,-4.1748046875
1604044114.658303,278.8187561035156,-5.592103481292725,1604044114.689647,283,-3.955078125
1604044115.749321,277.25848388671875,-4.902836799621582,1604044115.665923,281,-3.284912109375
1604044116.845702,275.3546447753906,-4.1439008712768555,1604044116.881995,281,-2.493896484375
1604044117.947208,273.46783447265625,-3.645315170288086,1604044117.877534,277,-2.186279296875
1604044118.950191,271.29986572265625,-3.3510711193084717,1604044118.869475,275,-1.834716796875
1604044119.955519,269.3277587890625,-2.761970281600952,1604044119.872418,275,-1.241455078125
1604044121.146535,266.762451171875,-2.004420042037964,1604044121.08476,271,-0.4833984375
1604044122.289814,264.6089782714844,-1.8502815961837769,1604044122.298701,269,-0.252685546875
1604044123.346437,261.89996337890625,-1.4571611881256104,1604044123.264684,267,0.032958984375
1604044124.35136,259.6885986328125,-1.5232239961624146,1604044124.271844,264,-0.0054931640625
1604044125.378134,256.915283203125,-1.4163575172424316,1604044125.292564,262,0.1043701171875
1604044126.448006,254.60972595214844,-1.2463669776916504,1604044126.466607,260,0.3076171875
1604044127.455237,252.13552856445312,-1.2497308254241943,1604044127.492678,257,0.252685546875
1604044128.546421,249.18157958984375,-1.2396299839019775,1604044128.471656,254,0.252685546875
1604044129.55535,247.00514221191406,-1.3075007200241089,1604044129.490111,254,0.120849609375
1604044130.648431,243.78488159179688,-1.7333171367645264,1604044130.689707,247,-0.1922607421875
1604044131.747457,241.47613525390625,-1.7453199625015259,1604044131.670983,247,-0.186767578125
1604044132.747962,238.4601287841797,-1.4701757431030273,1604044132.666297,247,0.098876953125
1604044133.844959,235.9300537109375,-1.5081671476364136,1604044133.902541,240,-0.0604248046875
1604044134.863407,233.0100860595703,-1.7975178956985474,1604044134.870275,240,-0.263671875
1604044135.954552,230.46009826660156,-2.087718963623047,1604044135.873533,234,-0.626220703125
1604044137.05262,227.2119140625,-2.647017240524292,1604044137.065552,234,-1.0986328125
1604044138.146968,224.81134033203125,-2.906919002532959,1604044138.064453,229,-1.373291015625
1604044139.254207,222.26986694335938,-3.125807762145996,1604044139.283714,229,-1.658935546875
1604044140.258593,220.43856811523438,-3.5214126110076904,1604044140.267575,225,-1.9830322265625
1604044141.351542,218.25682067871094,-4.0429606437683105,1604044141.292765,222,-2.4609375
1604044142.383196,216.30191040039062,-4.661801815032959,1604044142.310207,220,-3.197021484375
1604044143.44785,214.37359619140625,-5.495791435241699,1604044143.46922,220,-3.9605712890625
1604044144.451277,212.74517822265625,-6.260522842407227,1604044144.465086,218,-4.7021484375
1604044145.503424,211.3067169189453,-6.790856838226318,1604044145.508653,216,-5.1470947265625
1604044146.548515,209.54161071777344,-7.037444591522217,1604044146.490582,215,-5.4547119140625
1604044147.551096,208.3251495361328,-7.3953986167907715,1604044147.485103,215,-5.7293701171875
1604044148.649518,207.0630340576172,-7.421127796173096,1604044148.664417,210,-5.723876953125
1604044149.651533,205.78836059570312,-7.473239421844482,1604044149.69061,210,-5.91064453125
1604044150.651595,204.96388244628906,-7.602650165557861,1604044150.664087,210,-5.987548828125
1604044151.746199,203.5417022705078,-7.106157302856445,1604044151.671785,210,-5.372314453125
1604044152.746651,202.50181579589844,-6.289632797241211,1604044152.676106,206,-4.7186279296875
1604044153.845543,201.4662322998047,-6.237625598907471,1604044153.869674,204,-4.5867919921875
1604044154.845657,200.58888244628906,-5.642951488494873,1604044154.870749,204,-4.0814208984375
1604044155.845794,199.8258056640625,-5.420362949371338,1604044155.91175,204,-3.84521484375
1604044156.847059,198.93699645996094,-5.320175647735596,1604044156.906985,203,-3.7353515625
1604044157.950036,197.9399871826172,-4.966421604156494,1604044157.909898,203,-3.31787109375
1604044159.048498,197.1872100830078,-4.251609802246094,1604044159.069886,201,-2.559814453125
1604044160.056939,196.6522674560547,-3.858978271484375,1604044160.069815,201,-2.2576904296875
1604044161.150115,196.08297729492188,-3.8270156383514404,1604044161.073802,200,-2.2686767578125
1604044162.250315,195.40174865722656,-3.3878815174102783,1604044162.268674,199,-1.702880859375
1604044163.255744,194.70648193359375,-2.7245285511016846,1604044163.294116,199,-1.12060546875
1604044164.271956,194.06427001953125,-2.7292087078094482,1604044164.276176,199,-1.0986328125
1604044165.345958,193.57052612304688,-2.465529441833496,1604044165.264912,198,-0.9173583984375
1604044166.346404,193.17262268066406,-2.2462122440338135,1604044166.283852,198,-0.626220703125
1604044167.415912,192.71511840820312,-2.0722148418426514,1604044167.414643,198,-0.4119873046875
1604044168.464697,192.17958068847656,-1.9493839740753174,1604044168.468893,198,-0.3680419921875
1604044169.548677,191.73260498046875,-1.8169680833816528,1604044169.464567,195,-0.2691650390625
